WEATHER STATION;PLANT;;;;STATION-02-;WEATHER STAT;ION;;;;;;;STATION-06-;WEATHER STAT;ION;;;;
26/08/26 18:44;0.000;0.000;2.337;0.047;-0.031;1076.410;25.575;70.324;0.000;25.575;263.528;3.248;0.007;-0.029;1076.410;25.37;70.188;0.000;25.37;
26/08/26 18:45;0.000;0.000;2.131;0.036;-0.008;1076.410;25.54;70.324;0.000;25.54;263.528;1.778;0.043;0.02;1076.410;25.336;70.188;0.000;25.336;
26/08/26 18:46;0.000;0.000;3.209;0.036;-0.034;1076.410;25.626;70.324;0.000;25.626;263.528;1.583;0.007;0.005;1076.410;25.341;70.188;0.000;25.341;
26/08/26 18:47;0.000;0.000;2.553;0.021;-0.037;1076.410;25.443;70.324;0.000;25.443;263.528;1.898;0.043;-0.029;1076.410;25.453;70.188;0.000;25.453;
26/08/26 18:48;0.000;0.000;1.916;0.022;0.016;1076.410;25.428;70.324;0.000;25.428;263.528;2.646;0.02;0.036;1076.410;25.474;70.188;0.000;25.474;
26/08/26 18:49;0.000;0.000;1.899;0.016;-0.0;1076.410;25.545;70.324;0.000;25.545;263.528;2.136;-0.022;0.011;1076.410;25.346;70.188;0.000;25.346;
26/08/26 18:50;0.000;0.000;2.929;-0.004;-0.022;1076.410;25.392;70.324;0.000;25.392;263.528;2.513;-0.044;-0.05;1076.410;25.431;70.188;0.000;25.431;
26/08/26 18:51;0.000;0.000;2.513;-0.032;0.011;1076.410;25.51;70.324;0.000;25.51;263.528;2.201;-0.014;0.004;1076.410;25.607;70.188;0.000;25.607;
26/08/26 18:52;0.000;0.000;2.014;0.011;-0.03;1076.410;25.509;70.324;0.000;25.509;263.528;3.061;0.029;-0.03;1076.410;25.513;70.188;0.000;25.513;
26/08/26 18:53;0.000;0.000;2.008;0.021;0.014;1076.410;25.49;70.324;0.000;25.49;263.528;2.232;-0.041;0.001;1076.410;25.382;70.188;0.000;25.382;
26/08/26 18:54;0.000;0.000;2.16;-0.001;-0.014;1076.410;25.518;70.324;0.000;25.518;263.528;2.291;0.007;-0.026;1076.410;25.387;70.188;0.000;25.387;
26/08/26 18:55;0.000;0.000;2.484;0.038;-0.032;1076.410;25.438;70.324;0.000;25.438;263.528;1.576;0.003;-0.018;1076.410;25.294;70.188;0.000;25.294;
26/08/26 18:56;0.000;0.000;2.437;0.043;-0.012;1076.410;25.53;70.324;0.000;25.53;263.528;2.124;-0.039;-0.014;1076.410;25.427;70.188;0.000;25.427;
26/08/26 18:57;0.000;0.000;3.143;-0.044;-0.037;1076.410;25.541;70.324;0.000;25.541;263.528;2.436;0.006;0.044;1076.410;25.48;70.188;0.000;25.48;
26/08/26 18:58;0.000;0.000;2.349;-0.032;0.04;1076.410;25.752;70.324;0.000;25.752;263.528;2.642;0.012;0.024;1076.410;25.352;70.188;0.000;25.352;
26/08/26 18:59;0.000;0.000;2.131;0.039;0.013;1076.410;25.68;70.324;0.000;25.68;263.528;2.067;0.046;0.001;1076.410;25.21;70.188;0.000;25.21;
26/08/26 19:00;0.000;0.000;2.413;-0.007;-0.03;1076.410;25.518;70.324;0.000;25.518;263.528;2.761;-0.001;0.042;1076.410;25.404;70.188;0.000;25.404;
26/08/26 19:01;0.000;0.000;2.127;-0.022;0.045;1076.410;25.645;70.324;0.000;25.645;263.528;2.33;-0.022;0.028;1076.410;25.475;70.188;0.000;25.475;
26/08/26 19:02;0.000;0.000;2.566;-0.049;0.003;1076.410;25.532;70.324;0.000;25.532;263.528;2.043;-0.014;-0.005;1076.410;25.43;70.188;0.000;25.43;
26/08/26 19:03;0.000;0.000;2.595;0.019;0.0;1076.410;25.483;70.324;0.000;25.483;263.528;1.791;0.049;0.033;1076.410;25.332;70.188;0.000;25.332;
26/08/26 19:04;0.000;0.000;1.919;0.008;-0.03;1076.410;25.481;70.324;0.000;25.481;263.528;3.136;-0.01;-0.041;1076.410;25.285;70.188;0.000;25.285;
26/08/26 19:05;0.000;0.000;1.146;0.049;0.012;1076.410;25.454;70.324;0.000;25.454;263.528;2.718;0.016;0.039;1076.410;25.527;70.188;0.000;25.527;
26/08/26 19:06;0.000;0.000;3.074;-0.044;0.015;1076.410;25.531;70.324;0.000;25.531;263.528;2.205;0.047;-0.04;1076.410;25.397;70.188;0.000;25.397;
26/08/26 19:07;0.000;0.000;2.662;-0.031;-0.021;1076.410;25.426;70.324;0.000;25.426;263.528;1.988;-0.005;-0.016;1076.410;25.392;70.188;0.000;25.392;
26/08/26 19:08;0.000;0.000;2.343;-0.031;0.006;1076.410;25.36;70.324;0.000;25.36;263.528;2.734;0.043;-0.015;1076.410;25.37;70.188;0.000;25.37;
26/08/26 19:09;0.000;0.000;2.959;-0.017;0.043;1076.410;25.644;70.324;0.000;25.644;263.528;1.678;-0.027;0.047;1076.410;25.584;70.188;0.000;25.584;
26/08/26 19:10;0.000;0.000;2.071;0.001;0.015;1076.410;25.522;70.324;0.000;25.522;263.528;1.491;-0.039;-0.002;1076.410;25.444;70.188;0.000;25.444;
26/08/26 19:11;0.000;0.000;2.108;-0.007;-0.036;1076.410;25.367;70.324;0.000;25.367;263.528;2.318;-0.036;-0.032;1076.410;25.397;70.188;0.000;25.397;
26/08/26 19:12;0.000;0.000;2.551;-0.02;0.044;1076.410;25.659;70.324;0.000;25.659;263.528;2.764;0.03;-0.011;1076.410;25.43;70.188;0.000;25.43;
26/08/26 19:13;0.000;0.000;3.002;-0.012;0.043;1076.410;25.431;70.324;0.000;25.431;263.528;2.719;-0.002;0.021;1076.410;25.483;70.188;0.000;25.483;
26/08/26 19:14;0.000;0.000;2.616;0.021;0.012;1076.410;25.549;70.324;0.000;25.549;263.528;2.933;-0.019;0.043;1076.410;25.371;70.188;0.000;25.371;
26/08/26 19:15;0.000;0.000;2.38;0.026;0.039;1076.410;25.333;70.324;0.000;25.333;263.528;1.763;0.048;0.033;1076.410;25.414;70.188;0.000;25.414;
26/08/26 19:16;0.000;0.000;1.526;-0.047;-0.034;1076.410;25.713;70.324;0.000;25.713;263.528;2.81;0.005;-0.003;1076.410;25.437;70.188;0.000;25.437;
26/08/26 19:17;0.000;0.000;2.523;-0.049;0.049;1076.410;25.444;70.324;0.000;25.444;263.528;2.625;0.039;-0.032;1076.410;25.32;70.188;0.000;25.32;
26/08/26 19:18;0.000;0.000;2.364;0.01;0.043;1076.410;25.56;70.324;0.000;25.56;263.528;0.774;-0.01;0.05;1076.410;25.527;70.188;0.000;25.527;
26/08/26 19:19;0.000;0.000;2.939;0.023;0.033;1076.410;25.369;70.324;0.000;25.369;263.528;1.083;0.014;-0.007;1076.410;25.42;70.188;0.000;25.42;
26/08/26 19:20;0.000;0.000;2.67;-0.022;-0.024;1076.410;25.446;70.324;0.000;25.446;263.528;2.259;-0.018;-0.025;1076.410;25.435;70.188;0.000;25.435;
26/08/26 19:21;0.000;0.000;2.354;0.034;0.046;1076.410;25.588;70.324;0.000;25.588;263.528;2.764;-0.035;0.019;1076.410;25.39;70.188;0.000;25.39;
26/08/26 19:22;0.000;0.000;2.785;0.016;-0.036;1076.410;25.695;70.324;0.000;25.695;263.528;2.43;-0.036;-0.033;1076.410;25.641;70.188;0.000;25.641;
26/08/26 19:23;0.000;0.000;2.736;-0.007;0.014;1076.410;25.478;70.324;0.000;25.478;263.528;1.825;-0.04;0.019;1076.410;25.349;70.188;0.000;25.349;
26/08/26 19:24;0.000;0.000;3.193;0.043;-0.046;1076.410;25.57;70.324;0.000;25.57;263.528;2.613;-0.045;0.024;1076.410;25.386;70.188;0.000;25.386;
26/08/26 19:25;0.000;0.000;3.515;0.01;-0.049;1076.410;25.586;70.324;0.000;25.586;263.528;2.63;-0.011;-0.033;1076.410;25.313;70.188;0.000;25.313;
26/08/26 19:26;0.000;0.000;2.335;-0.015;0.042;1076.410;25.305;70.324;0.000;25.305;263.528;2.003;-0.04;-0.003;1076.410;25.369;70.188;0.000;25.369;
26/08/26 19:27;0.000;0.000;2.055;0.045;-0.033;1076.410;25.434;70.324;0.000;25.434;263.528;2.08;-0.025;0.008;1076.410;25.469;70.188;0.000;25.469;
26/08/26 19:28;0.000;0.000;2.74;0.045;-0.035;1076.410;25.543;70.324;0.000;25.543;263.528;2.419;-0.009;-0.035;1076.410;25.421;70.188;0.000;25.421;
26/08/26 19:29;0.000;0.000;2.807;-0.013;0.016;1076.410;25.482;70.324;0.000;25.482;263.528;1.597;0.049;0.028;1076.410;25.368;70.188;0.000;25.368;
26/08/26 19:30;0.000;0.000;2.798;-0.015;-0.002;1076.410;25.268;70.324;0.000;25.268;263.528;3.027;0.006;0.007;1076.410;25.557;70.188;0.000;25.557;
26/08/26 19:31;0.000;0.000;3.901;-0.033;0.019;1076.410;25.45;70.324;0.000;25.45;263.528;2.529;-0.026;0.017;1076.410;25.2;70.188;0.000;25.2;
26/08/26 19:32;0.000;0.000;1.877;-0.011;-0.02;1076.410;25.597;70.324;0.000;25.597;263.528;1.619;-0.033;0.021;1076.410;25.529;70.188;0.000;25.529;
26/08/26 19:33;0.000;0.000;2.678;0.042;0.011;1076.410;25.337;70.324;0.000;25.337;263.528;3.131;0.001;-0.045;1076.410;25.443;70.188;0.000;25.443;
26/08/26 19:34;0.000;0.000;1.655;0.038;-0.022;1076.410;25.518;70.324;0.000;25.518;263.528;1.949;-0.004;-0.043;1076.410;25.486;70.188;0.000;25.486;
26/08/26 19:35;0.000;0.000;2.632;0.015;-0.003;1076.410;25.443;70.324;0.000;25.443;263.528;3.076;-0.038;-0.026;1076.410;25.291;70.188;0.000;25.291;
26/08/26 19:36;0.000;0.000;2.844;0.039;-0.046;1076.410;25.602;70.324;0.000;25.602;263.528;2.545;-0.0;-0.02;1076.410;25.478;70.188;0.000;25.478;
26/08/26 19:37;0.000;0.000;2.816;0.048;-0.017;1076.410;25.346;70.324;0.000;25.346;263.528;2.473;0.026;-0.012;1076.410;25.3;70.188;0.000;25.3;
26/08/26 19:38;0.000;0.000;2.099;0.004;-0.049;1076.410;25.579;70.324;0.000;25.579;263.528;2.448;0.033;0.033;1076.410;25.481;70.188;0.000;25.481;
26/08/26 19:39;0.000;0.000;2.182;-0.033;0.045;1076.410;25.535;70.324;0.000;25.535;263.528;1.86;0.04;-0.022;1076.410;25.413;70.188;0.000;25.413;
26/08/26 19:40;0.000;0.000;3.234;0.027;-0.002;1076.410;25.631;70.324;0.000;25.631;263.528;1.78;-0.026;0.022;1076.410;25.244;70.188;0.000;25.244;
26/08/26 19:41;0.000;0.000;1.868;0.022;-0.023;1076.410;25.51;70.324;0.000;25.51;263.528;2.59;0.029;-0.018;1076.410;25.443;70.188;0.000;25.443;
26/08/26 19:42;0.000;0.000;2.271;0.042;0.033;1076.410;25.637;70.324;0.000;25.637;263.528;2.341;0.02;0.027;1076.410;25.575;70.188;0.000;25.575;
26/08/26 19:43;0.000;0.000;2.77;0.042;-0.003;1076.410;25.453;70.324;0.000;25.453;263.528;2.217;0.018;-0.045;1076.410;25.361;70.188;0.000;25.361;
26/08/26 19:44;0.000;0.000;3.241;-0.049;0.04;1076.410;25.571;70.324;0.000;25.571;263.528;2.409;-0.021;-0.003;1076.410;25.466;70.188;0.000;25.466;
26/08/26 19:45;0.000;0.000;2.53;-0.032;0.027;1076.410;25.827;70.324;0.000;25.827;263.528;2.326;0.046;0.026;1076.410;25.336;70.188;0.000;25.336;
26/08/26 19:46;0.000;0.000;2.444;0.01;0.024;1076.410;25.507;70.324;0.000;25.507;263.528;2.384;-0.011;0.019;1076.410;25.414;70.188;0.000;25.414;
26/08/26 19:47;0.000;0.000;2.382;-0.023;0.04;1076.410;25.467;70.324;0.000;25.467;263.528;2.494;0.015;0.02;1076.410;25.559;70.188;0.000;25.559;
26/08/26 19:48;0.000;0.000;2.288;0.023;0.048;1076.410;25.55;70.324;0.000;25.55;263.528;2.043;-0.003;-0.017;1076.410;25.466;70.188;0.000;25.466;
26/08/26 19:49;0.000;0.000;2.657;0.043;-0.048;1076.410;25.628;70.324;0.000;25.628;263.528;1.594;-0.034;-0.001;1076.410;25.418;70.188;0.000;25.418;
26/08/26 19:50;0.000;0.000;2.076;0.016;0.022;1076.410;25.54;70.324;0.000;25.54;263.528;2.903;0.046;-0.019;1076.410;25.378;70.188;0.000;25.378;
26/08/26 19:51;0.000;0.000;1.652;-0.03;-0.006;1076.410;25.325;70.324;0.000;25.325;263.528;2.123;-0.05;0.01;1076.410;25.402;70.188;0.000;25.402;
26/08/26 19:52;0.000;0.000;1.174;-0.044;-0.005;1076.410;25.55;70.324;0.000;25.55;263.528;2.949;-0.042;0.001;1076.410;25.526;70.188;0.000;25.526;
26/08/26 19:53;0.000;0.000;2.813;0.039;-0.027;1076.410;25.533;70.324;0.000;25.533;263.528;2.456;-0.027;-0.003;1076.410;25.454;70.188;0.000;25.454;
26/08/26 19:54;0.000;0.000;2.554;0.042;-0.027;1076.410;25.32;70.324;0.000;25.32;263.528;2.55;-0.028;0.024;1076.410;25.411;70.188;0.000;25.411;
26/08/26 19:55;0.000;0.000;1.91;-0.034;0.024;1076.410;25.405;70.324;0.000;25.405;263.528;2.038;-0.041;0.037;1076.410;25.445;70.188;0.000;25.445;
26/08/26 19:56;0.000;0.000;2.612;-0.015;0.036;1076.410;25.607;70.324;0.000;25.607;263.528;2.34;0.035;-0.037;1076.410;25.361;70.188;0.000;25.361;
26/08/26 19:57;0.000;0.000;2.465;-0.037;-0.012;1076.410;25.483;70.324;0.000;25.483;263.528;1.794;0.021;0.001;1076.410;25.523;70.188;0.000;25.523;
26/08/26 19:58;0.000;0.000;3.119;-0.02;-0.048;1076.410;25.612;70.324;0.000;25.612;263.528;3.178;0.035;-0.03;1076.410;25.292;70.188;0.000;25.292;
26/08/26 19:59;0.000;0.000;2.321;-0.028;-0.041;1076.410;25.597;70.324;0.000;25.597;263.528;1.825;-0.034;-0.032;1076.410;25.446;70.188;0.000;25.446;
26/08/26 20:00;0.000;0.000;2.899;-0.045;0.04;1076.410;25.419;70.324;0.000;25.419;263.528;2.435;-0.029;0.031;1076.410;25.601;70.188;0.000;25.601;
26/08/26 20:01;0.000;0.000;2.569;-0.048;0.023;1076.410;25.363;70.324;0.000;25.363;263.528;2.355;0.042;0.021;1076.410;25.388;70.188;0.000;25.388;
26/08/26 20:02;0.000;0.000;1.88;-0.04;0.012;1076.410;25.392;70.324;0.000;25.392;263.528;2.447;-0.034;0.048;1076.410;25.256;70.188;0.000;25.256;
26/08/26 20:03;0.000;0.000;1.57;-0.017;-0.016;1076.410;25.521;70.324;0.000;25.521;263.528;2.512;0.023;0.041;1076.410;25.295;70.188;0.000;25.295;
26/08/26 20:04;0.000;0.000;2.328;-0.036;0.017;1076.410;25.511;70.324;0.000;25.511;263.528;2.008;-0.044;-0.021;1076.410;25.482;70.188;0.000;25.482;
26/08/26 20:05;0.000;0.000;2.878;-0.033;-0.014;1076.410;25.711;70.324;0.000;25.711;263.528;1.915;-0.046;0.032;1076.410;25.41;70.188;0.000;25.41;
26/08/26 20:06;0.000;0.000;2.124;-0.048;0.029;1076.410;25.463;70.324;0.000;25.463;263.528;2.626;0.041;-0.027;1076.410;25.35;70.188;0.000;25.35;
26/08/26 20:07;0.000;0.000;2.985;-0.004;0.002;1076.410;25.657;70.324;0.000;25.657;263.528;1.911;0.036;0.027;1076.410;25.603;70.188;0.000;25.603;
26/08/26 20:08;0.000;0.000;2.901;0.018;-0.002;1076.410;25.522;70.324;0.000;25.522;263.528;2.537;-0.033;0.045;1076.410;25.274;70.188;0.000;25.274;
26/08/26 20:09;0.000;0.000;2.573;-0.018;-0.049;1076.410;25.586;70.324;0.000;25.586;263.528;2.565;0.002;-0.05;1076.410;25.458;70.188;0.000;25.458;
26/08/26 20:10;0.000;0.000;2.402;0.049;0.032;1076.410;25.556;70.324;0.000;25.556;263.528;2.886;0.038;-0.033;1076.410;25.351;70.188;0.000;25.351;
26/08/26 20:11;0.000;0.000;2.738;0.043;-0.017;1076.410;25.665;70.324;0.000;25.665;263.528;2.206;0.003;-0.037;1076.410;25.352;70.188;0.000;25.352;
26/08/26 20:12;0.000;0.000;2.354;0.0;-0.032;1076.410;25.439;70.324;0.000;25.439;263.528;1.821;-0.03;-0.008;1076.410;25.346;70.188;0.000;25.346;
26/08/26 20:13;0.000;0.000;2.67;-0.021;-0.029;1076.410;25.575;70.324;0.000;25.575;263.528;2.26;-0.037;0.046;1076.410;25.615;70.188;0.000;25.615;
26/08/26 20:14;0.000;0.000;3.045;-0.026;0.007;1076.410;25.58;70.324;0.000;25.58;263.528;2.501;-0.016;0.047;1076.410;25.268;70.188;0.000;25.268;
26/08/26 20:15;0.000;0.000;2.571;-0.034;0.038;1076.410;25.623;70.324;0.000;25.623;263.528;2.435;-0.006;-0.041;1076.410;25.306;70.188;0.000;25.306;
26/08/26 20:16;0.000;0.000;2.308;-0.011;-0.044;1076.410;25.614;70.324;0.000;25.614;263.528;1.863;0.022;0.022;1076.410;25.391;70.188;0.000;25.391;
26/08/26 20:17;0.000;0.000;2.396;-0.005;-0.004;1076.410;25.372;70.324;0.000;25.372;263.528;2.357;0.039;-0.021;1076.410;25.531;70.188;0.000;25.531;
26/08/26 20:18;0.000;0.000;2.873;0.012;-0.018;1076.410;25.637;70.324;0.000;25.637;263.528;2.354;-0.02;-0.025;1076.410;25.375;70.188;0.000;25.375;
26/08/26 20:19;0.000;0.000;1.014;0.025;-0.043;1076.410;25.495;70.324;0.000;25.495;263.528;2.887;0.014;0.049;1076.410;25.334;70.188;0.000;25.334;
26/08/26 20:20;0.000;0.000;2.224;0.029;0.003;1076.410;25.624;70.324;0.000;25.624;263.528;2.834;0.032;0.016;1076.410;25.355;70.188;0.000;25.355;
26/08/26 20:21;0.000;0.000;2.303;-0.044;-0.045;1076.410;25.551;70.324;0.000;25.551;263.528;2.058;-0.001;-0.009;1076.410;25.51;70.188;0.000;25.51;
26/08/26 20:22;0.000;0.000;2.625;-0.003;-0.017;1076.410;25.484;70.324;0.000;25.484;263.528;2.466;-0.041;0.009;1076.410;25.607;70.188;0.000;25.607;
26/08/26 20:23;0.000;0.000;2.237;0.044;-0.022;1076.410;25.48;70.324;0.000;25.48;263.528;1.771;0.031;-0.019;1076.410;25.443;70.188;0.000;25.443;
26/08/26 20:24;0.000;0.000;1.857;0.04;0.038;1076.410;25.591;70.324;0.000;25.591;263.528;2.898;-0.048;-0.038;1076.410;25.464;70.188;0.000;25.464;
26/08/26 20:25;0.000;0.000;3.402;-0.033;0.032;1076.410;25.684;70.324;0.000;25.684;263.528;2.366;-0.027;0.024;1076.410;25.362;70.188;0.000;25.362;
26/08/26 20:26;0.000;0.000;3.243;-0.05;0.032;1076.410;25.618;70.324;0.000;25.618;263.528;1.832;0.008;-0.001;1076.410;25.398;70.188;0.000;25.398;
26/08/26 20:27;0.000;0.000;1.844;0.047;-0.019;1076.410;25.599;70.324;0.000;25.599;263.528;2.027;-0.003;-0.016;1076.410;25.319;70.188;0.000;25.319;
26/08/26 20:28;0.000;0.000;2.392;0.037;0.017;1076.410;25.512;70.324;0.000;25.512;263.528;2.199;0.036;-0.013;1076.410;25.367;70.188;0.000;25.367;
26/08/26 20:29;0.000;0.000;1.431;-0.043;-0.023;1076.410;25.218;70.324;0.000;25.218;263.528;2.603;0.013;-0.028;1076.410;25.413;70.188;0.000;25.413;
26/08/26 20:30;0.000;0.000;2.226;-0.014;-0.01;1076.410;25.51;70.324;0.000;25.51;263.528;2.111;-0.006;-0.011;1076.410;25.466;70.188;0.000;25.466;
26/08/26 20:31;0.000;0.000;2.388;-0.048;0.018;1076.410;25.465;70.324;0.000;25.465;263.528;2.245;-0.001;-0.03;1076.410;25.47;70.188;0.000;25.47;
26/08/26 20:32;0.000;0.000;2.376;-0.014;0.022;1076.410;25.553;70.324;0.000;25.553;263.528;2.088;0.041;-0.04;1076.410;25.401;70.188;0.000;25.401;
26/08/26 20:33;0.000;0.000;2.663;-0.038;-0.007;1076.410;25.543;70.324;0.000;25.543;263.528;2.346;-0.023;-0.009;1076.410;25.519;70.188;0.000;25.519;
26/08/26 20:34;0.000;0.000;2.436;-0.024;0.011;1076.410;25.314;70.324;0.000;25.314;263.528;2.037;-0.027;-0.003;1076.410;25.467;70.188;0.000;25.467;
26/08/26 20:35;0.000;0.000;1.771;0.007;0.035;1076.410;25.593;70.324;0.000;25.593;263.528;2.945;0.037;0.025;1076.410;25.395;70.188;0.000;25.395;
26/08/26 20:36;0.000;0.000;2.989;0.032;-0.007;1076.410;25.44;70.324;0.000;25.44;263.528;2.256;0.042;-0.033;1076.410;25.495;70.188;0.000;25.495;
26/08/26 20:37;0.000;0.000;3.146;0.005;0.009;1076.410;25.534;70.324;0.000;25.534;263.528;1.809;-0.017;-0.008;1076.410;25.418;70.188;0.000;25.418;
26/08/26 20:38;0.000;0.000;2.78;-0.002;0.045;1076.410;25.446;70.324;0.000;25.446;263.528;2.266;0.002;-0.041;1076.410;25.46;70.188;0.000;25.46;
26/08/26 20:39;0.000;0.000;2.603;-0.017;-0.049;1076.410;25.604;70.324;0.000;25.604;263.528;2.375;-0.046;-0.018;1076.410;25.344;70.188;0.000;25.344;
26/08/26 20:40;0.000;0.000;1.875;-0.045;0.021;1076.410;25.506;70.324;0.000;25.506;263.528;2.315;-0.037;-0.046;1076.410;25.493;70.188;0.000;25.493;
26/08/26 20:41;0.000;0.000;3.157;-0.046;0.014;1076.410;25.527;70.324;0.000;25.527;263.528;2.164;0.035;0.01;1076.410;25.319;70.188;0.000;25.319;
26/08/26 20:42;0.000;0.000;2.398;0.028;0.023;1076.410;25.719;70.324;0.000;25.719;263.528;2.273;0.048;-0.006;1076.410;25.277;70.188;0.000;25.277;
26/08/26 20:43;0.000;0.000;2.284;-0.006;-0.024;1076.410;25.704;70.324;0.000;25.704;263.528;2.693;-0.038;-0.014;1076.410;25.331;70.188;0.000;25.331;
26/08/26 20:44;0.000;0.000;2.089;0.042;0.001;1076.410;25.411;70.324;0.000;25.411;263.528;1.636;0.019;0.045;1076.410;25.474;70.188;0.000;25.474;
26/08/26 20:45;0.000;0.000;3.194;0.049;0.028;1076.410;25.494;70.324;0.000;25.494;263.528;2.028;0.037;-0.015;1076.410;25.355;70.188;0.000;25.355;
26/08/26 20:46;0.000;0.000;2.5;0.013;-0.006;1076.410;25.69;70.324;0.000;25.69;263.528;2.174;-0.009;-0.03;1076.410;25.289;70.188;0.000;25.289;
26/08/26 20:47;0.000;0.000;2.039;0.032;0.049;1076.410;25.438;70.324;0.000;25.438;263.528;2.8;-0.016;-0.017;1076.410;25.346;70.188;0.000;25.346;
26/08/26 20:48;0.000;0.000;2.947;-0.048;0.039;1076.410;25.478;70.324;0.000;25.478;263.528;1.498;-0.047;-0.026;1076.410;25.237;70.188;0.000;25.237;
26/08/26 20:49;0.000;0.000;3.287;0.013;0.007;1076.410;25.514;70.324;0.000;25.514;263.528;2.126;-0.005;-0.002;1076.410;25.286;70.188;0.000;25.286;
26/08/26 20:50;0.000;0.000;2.666;0.006;0.009;1076.410;25.5;70.324;0.000;25.5;263.528;2.387;0.03;0.02;1076.410;25.424;70.188;0.000;25.424;
26/08/26 20:51;0.000;0.000;2.122;0.029;-0.031;1076.410;25.539;70.324;0.000;25.539;263.528;1.729;0.019;-0.003;1076.410;25.295;70.188;0.000;25.295;
26/08/26 20:52;0.000;0.000;2.132;0.026;0.03;1076.410;25.637;70.324;0.000;25.637;263.528;1.781;0.028;0.037;1076.410;25.379;70.188;0.000;25.379;
26/08/26 20:53;0.000;0.000;2.157;0.04;-0.04;1076.410;25.316;70.324;0.000;25.316;263.528;2.871;0.002;-0.039;1076.410;25.551;70.188;0.000;25.551;
26/08/26 20:54;0.000;0.000;2.388;-0.019;0.026;1076.410;25.285;70.324;0.000;25.285;263.528;2.412;0.011;-0.026;1076.410;25.461;70.188;0.000;25.461;
26/08/26 20:55;0.000;0.000;2.445;-0.018;-0.021;1076.410;25.274;70.324;0.000;25.274;263.528;3.289;0.007;0.046;1076.410;25.349;70.188;0.000;25.349;
26/08/26 20:56;0.000;0.000;2.627;0.013;-0.008;1076.410;25.273;70.324;0.000;25.273;263.528;1.481;-0.023;-0.003;1076.410;25.504;70.188;0.000;25.504;
26/08/26 20:57;0.000;0.000;2.896;-0.034;-0.026;1076.410;25.622;70.324;0.000;25.622;263.528;1.988;0.034;0.019;1076.410;25.471;70.188;0.000;25.471;
26/08/26 20:58;0.000;0.000;2.943;0.006;-0.037;1076.410;25.275;70.324;0.000;25.275;263.528;2.137;-0.005;-0.007;1076.410;25.445;70.188;0.000;25.445;
26/08/26 20:59;0.000;0.000;2.858;0.035;0.049;1076.410;25.422;70.324;0.000;25.422;263.528;2.204;0.024;0.026;1076.410;25.095;70.188;0.000;25.095;
26/08/26 21:00;0.000;0.000;2.028;0.02;-0.02;1076.410;25.385;70.324;0.000;25.385;263.528;2.264;0.014;-0.005;1076.410;25.487;70.188;0.000;25.487;
26/08/26 21:01;0.000;0.000;1.192;0.036;-0.025;1076.410;25.224;70.324;0.000;25.224;263.528;3.075;0.044;-0.015;1076.410;25.457;70.188;0.000;25.457;
26/08/26 21:02;0.000;0.000;2.291;0.01;0.028;1076.410;25.496;70.324;0.000;25.496;263.528;2.15;-0.032;-0.048;1076.410;25.479;70.188;0.000;25.479;
26/08/26 21:03;0.000;0.000;1.854;0.036;-0.002;1076.410;25.455;70.324;0.000;25.455;263.528;2.999;0.032;-0.007;1076.410;25.359;70.188;0.000;25.359;
26/08/26 21:04;0.000;0.000;3.062;-0.046;-0.044;1076.410;25.613;70.324;0.000;25.613;263.528;2.634;0.022;-0.009;1076.410;25.224;70.188;0.000;25.224;
26/08/26 21:05;0.000;0.000;2.669;-0.01;0.037;1076.410;25.544;70.324;0.000;25.544;263.528;1.924;-0.01;0.019;1076.410;25.335;70.188;0.000;25.335;
26/08/26 21:06;0.000;0.000;2.638;0.013;-0.009;1076.410;25.513;70.324;0.000;25.513;263.528;2.198;-0.045;-0.01;1076.410;25.311;70.188;0.000;25.311;
26/08/26 21:07;0.000;0.000;1.754;-0.011;-0.006;1076.410;25.375;70.324;0.000;25.375;263.528;1.8;0.017;0.023;1076.410;25.423;70.188;0.000;25.423;
26/08/26 21:08;0.000;0.000;1.821;0.041;-0.013;1076.410;25.411;70.324;0.000;25.411;263.528;2.124;0.005;-0.01;1076.410;25.438;70.188;0.000;25.438;
26/08/26 21:09;0.000;0.000;2.841;0.029;-0.019;1076.410;25.658;70.324;0.000;25.658;263.528;2.725;0.041;0.017;1076.410;25.343;70.188;0.000;25.343;
26/08/26 21:10;0.000;0.000;2.025;0.034;-0.03;1076.410;25.384;70.324;0.000;25.384;263.528;1.814;-0.039;0.031;1076.410;25.4;70.188;0.000;25.4;
26/08/26 21:11;0.000;0.000;1.834;0.022;-0.025;1076.410;25.515;70.324;0.000;25.515;263.528;2.264;0.005;-0.038;1076.410;25.44;70.188;0.000;25.44;
26/08/26 21:12;0.000;0.000;2.972;-0.035;-0.028;1076.410;25.393;70.324;0.000;25.393;263.528;1.507;-0.024;0.046;1076.410;25.274;70.188;0.000;25.274;
26/08/26 21:13;0.000;0.000;2.419;-0.035;-0.025;1076.410;25.619;70.324;0.000;25.619;263.528;1.911;-0.029;0.03;1076.410;25.527;70.188;0.000;25.527;
26/08/26 21:14;0.000;0.000;2.57;0.008;-0.048;1076.410;25.569;70.324;0.000;25.569;263.528;2.866;-0.036;-0.01;1076.410;25.417;70.188;0.000;25.417;
26/08/26 21:15;0.000;0.000;2.562;0.027;0.037;1076.410;25.469;70.324;0.000;25.469;263.528;1.731;-0.039;-0.021;1076.410;25.401;70.188;0.000;25.401;
