Date,Year,Month,Day,DayOfWeek,MH_171C_MWh,MH_171DP1_MWh,MH_171DP2_MWh,MH_431_MWh,Primary_Energy_MWh,Specific_Yield_Psh
2023-07-31,2023,7,31,Monday,206.98,207.41,208.34,209.51,206.98,4.14
2023-08-01,2023,8,1,Tuesday,180.69,181.07,181.83,182.85,180.69,3.614
2023-08-02,2023,8,2,Wednesday,92.92,93.12,93.29,93.86,92.92,1.858
2023-08-03,2023,8,3,Thursday,148.32,148.64,149.17,150.0,148.32,2.966
2023-08-04,2023,8,4,Friday,199.44,199.85,200.74,201.86,199.44,3.989
2023-08-05,2023,8,5,Saturday,121.78,122.03,122.42,123.14,121.78,2.436
2023-08-06,2023,8,6,Sunday,47.22,47.34,47.41,47.82,47.22,0.944
2023-08-07,2023,8,7,Monday,211.71,212.15,213.07,214.25,211.71,4.234
2023-08-08,2023,8,8,Tuesday,200.43,200.85,201.72,202.83,200.43,4.009
2023-08-09,2023,8,9,Wednesday,254.04,254.57,255.86,257.32,254.04,5.081
2023-08-10,2023,8,10,Thursday,255.87,256.39,257.67,259.13,255.87,5.117
2023-08-11,2023,8,11,Friday,228.29,228.77,229.82,231.1,228.29,4.566
2023-08-12,2023,8,12,Saturday,206.03,206.47,207.34,208.49,206.03,4.121
2023-08-13,2023,8,13,Sunday,161.83,162.17,162.67,163.54,161.83,3.237
2023-08-14,2023,8,14,Monday,273.03,273.59,275.12,276.71,273.03,5.461
2023-08-15,2023,8,15,Tuesday,273.08,273.64,275.16,276.75,273.08,5.462
2023-08-16,2023,8,16,Wednesday,222.12,222.6,223.8,225.13,222.12,4.442
2023-08-17,2023,8,17,Thursday,228.05,228.52,229.8,231.15,228.05,4.561
2023-08-18,2023,8,18,Friday,227.39,227.85,229.12,230.5,227.39,4.548
2023-08-19,2023,8,19,Saturday,243.37,243.87,245.14,246.58,243.37,4.867
2023-08-20,2023,8,20,Sunday,181.12,181.51,182.3,183.31,181.12,3.622
2023-08-21,2023,8,21,Monday,277.57,278.16,279.74,281.38,277.57,5.551
2023-08-22,2023,8,22,Tuesday,259.81,260.35,261.75,263.24,259.81,5.196
2023-08-23,2023,8,23,Wednesday,280.59,281.16,282.76,284.42,280.59,5.612
2023-08-24,2023,8,24,Thursday,260.96,261.51,262.94,264.46,260.96,5.219
2023-08-25,2023,8,25,Friday,278.34,278.93,280.51,282.14,278.34,5.567
2023-08-26,2023,8,26,Saturday,266.19,266.75,268.2,269.76,266.19,5.324
2023-08-27,2023,8,27,Sunday,265.97,266.52,267.9,269.41,265.97,5.319
2023-08-28,2023,8,28,Monday,249.84,250.36,251.78,253.26,249.84,4.997
2023-08-29,2023,8,29,Tuesday,203.57,203.98,204.86,206.01,203.57,4.071
2023-08-30,2023,8,30,Wednesday,209.72,210.14,211.06,212.25,209.72,4.194
2023-08-31,2023,8,31,Thursday,146.29,146.6,147.11,147.91,146.29,2.926
2023-09-01,2023,9,1,Friday,146.98,147.26,147.77,148.59,146.98,2.94
2023-09-02,2023,9,2,Saturday,143.66,143.97,144.49,145.3,143.66,2.873
2023-09-03,2023,9,3,Sunday,131.66,131.95,132.29,133.01,131.66,2.633
2023-09-04,2023,9,4,Monday,243.14,243.64,244.95,246.37,243.14,4.863
2023-09-05,2023,9,5,Tuesday,176.84,177.2,178.08,179.14,176.84,3.537
2023-09-06,2023,9,6,Wednesday,165.63,165.96,166.52,167.42,165.63,3.313
2023-09-07,2023,9,7,Thursday,276.28,276.84,278.4,279.98,276.28,5.526
2023-09-08,2023,9,8,Friday,240.86,241.35,242.6,243.98,240.86,4.817
2023-09-09,2023,9,9,Saturday,278.99,279.55,281.13,282.75,278.99,5.58
2023-09-10,2023,9,10,Sunday,227.77,228.24,229.26,230.5,227.77,4.555
2023-09-11,2023,9,11,Monday,205.65,206.08,206.99,208.12,205.65,4.113
2023-09-12,2023,9,12,Tuesday,199.48,199.89,200.86,201.99,199.48,3.99
2023-09-13,2023,9,13,Wednesday,239.77,240.26,241.61,243.02,239.77,4.795
2023-09-14,2023,9,14,Thursday,181.56,181.94,182.6,183.57,181.56,3.631
2023-09-15,2023,9,15,Friday,229.92,230.4,231.58,232.89,229.92,4.598
2023-09-16,2023,9,16,Saturday,200.39,200.8,201.75,202.89,200.39,4.008
2023-09-17,2023,9,17,Sunday,178.15,178.52,179.23,180.2,178.15,3.563
2023-09-18,2023,9,18,Monday,195.62,196.0,196.84,197.9,195.62,3.912
2023-09-19,2023,9,19,Tuesday,239.64,240.13,241.38,242.76,239.64,4.793
2023-09-20,2023,9,20,Wednesday,243.95,244.45,245.72,247.11,243.95,4.879
2023-09-21,2023,9,21,Thursday,181.93,182.3,183.11,184.15,181.93,3.639
2023-09-22,2023,9,22,Friday,272.26,272.79,274.33,275.93,272.26,5.445
2023-09-23,2023,9,23,Saturday,116.61,116.85,117.17,117.84,116.61,2.332
2023-09-24,2023,9,24,Sunday,27.54,27.6,27.66,27.99,27.54,0.551
2023-09-25,2023,9,25,Monday,72.88,73.03,73.19,73.66,72.88,1.458
2023-09-26,2023,9,26,Tuesday,254.09,254.6,255.89,257.31,254.09,5.082
2023-09-27,2023,9,27,Wednesday,231.48,231.95,233.05,234.33,231.48,4.63
2023-09-28,2023,9,28,Thursday,185.56,185.93,186.66,187.67,185.56,3.711
2023-09-29,2023,9,29,Friday,137.85,138.14,138.6,139.38,137.85,2.757
2023-09-30,2023,9,30,Saturday,133.35,133.64,134.12,134.88,133.35,2.667
2023-10-01,2023,10,1,Sunday,111.4,111.64,111.92,112.53,111.4,2.228
2023-10-02,2023,10,2,Monday,185.63,186.02,186.93,188.0,185.63,3.713
2023-10-03,2023,10,3,Tuesday,151.83,152.15,152.7,153.52,151.83,3.037
2023-10-04,2023,10,4,Wednesday,140.95,141.25,141.79,142.57,140.95,2.819
2023-10-05,2023,10,5,Thursday,167.07,167.41,168.19,169.14,167.07,3.341
2023-10-06,2023,10,6,Friday,206.8,207.22,208.46,209.73,206.8,4.136
2023-10-07,2023,10,7,Saturday,184.28,184.66,185.55,186.61,184.28,3.686
2023-10-08,2023,10,8,Sunday,115.42,115.66,115.94,116.58,115.42,2.308
2023-10-09,2023,10,9,Monday,82.29,82.47,82.68,83.21,82.29,1.646
2023-10-10,2023,10,10,Tuesday,99.31,99.51,99.75,100.34,99.31,1.986
2023-10-11,2023,10,11,Wednesday,213.72,214.14,215.08,216.26,213.72,4.274
2023-10-12,2023,10,12,Thursday,159.28,159.61,160.21,161.1,159.28,3.186
2023-10-13,2023,10,13,Friday,112.51,112.74,113.23,113.93,112.51,2.25
2023-10-14,2023,10,14,Saturday,146.62,146.92,147.53,148.37,146.62,2.932
2023-10-15,2023,10,15,Sunday,65.05,65.18,65.28,65.73,65.05,1.301
2023-10-16,2023,10,16,Monday,76.24,76.4,76.55,77.03,76.24,1.525
2023-10-17,2023,10,17,Tuesday,90.79,90.98,91.2,91.74,90.79,1.816
2023-10-18,2023,10,18,Wednesday,183.78,184.14,184.92,185.91,183.78,3.676
2023-10-19,2023,10,19,Thursday,185.43,185.81,186.66,187.68,185.43,3.709
2023-10-20,2023,10,20,Friday,145.09,145.4,145.88,146.67,145.09,2.902
2023-10-21,2023,10,21,Saturday,130.5,130.78,131.26,132.0,130.5,2.61
2023-10-22,2023,10,22,Sunday,112.08,112.3,112.62,113.25,112.08,2.242
2023-10-23,2023,10,23,Monday,204.87,205.28,206.17,207.26,204.87,4.097
2023-10-24,2023,10,24,Tuesday,112.68,112.91,113.21,113.84,112.68,2.254
2023-10-25,2023,10,25,Wednesday,71.87,72.03,72.14,72.61,71.87,1.437
2023-10-26,2023,10,26,Thursday,171.0,171.35,172.0,172.91,171.0,3.42
2023-10-27,2023,10,27,Friday,158.51,158.84,159.35,160.19,158.51,3.17
2023-10-28,2023,10,28,Saturday,194.85,195.23,196.02,197.08,194.85,3.897
2023-10-29,2023,10,29,Sunday,129.08,129.34,129.72,130.43,129.08,2.582
2023-10-30,2023,10,30,Monday,60.02,60.15,60.28,60.71,60.02,1.2
2023-10-31,2023,10,31,Tuesday,13.5,13.54,14.91,14.5,13.5,0.27
2023-11-01,2023,11,1,Wednesday,58.65,58.78,58.92,59.36,58.65,1.173
2023-11-02,2023,11,2,Thursday,136.53,136.81,137.28,138.04,136.53,2.731
2023-11-03,2023,11,3,Friday,120.16,120.41,120.74,121.39,120.16,2.403
2023-11-04,2023,11,4,Saturday,193.36,193.76,194.53,195.58,193.36,3.867
2023-11-05,2023,11,5,Sunday,150.26,150.57,151.04,151.84,150.26,3.005
2023-11-06,2023,11,6,Monday,248.67,249.16,250.47,251.92,248.67,4.973
2023-11-07,2023,11,7,Tuesday,95.61,95.81,96.2,96.85,95.61,1.912
2023-11-08,2023,11,8,Wednesday,166.19,166.53,167.19,168.14,166.19,3.324
2023-11-09,2023,11,9,Thursday,160.65,160.97,161.63,162.55,160.65,3.213
2023-11-10,2023,11,10,Friday,49.1,49.21,49.32,49.71,49.1,0.982
2023-11-11,2023,11,11,Saturday,154.86,155.17,155.71,156.56,154.86,3.097
2023-11-12,2023,11,12,Sunday,117.59,117.83,118.13,118.78,117.59,2.352
2023-11-13,2023,11,13,Monday,85.22,85.39,85.6,86.12,85.22,1.704
2023-11-14,2023,11,14,Tuesday,103.68,103.9,104.22,104.85,103.68,2.074
2023-11-15,2023,11,15,Wednesday,115.7,115.94,116.29,116.96,115.7,2.314
2023-11-16,2023,11,16,Thursday,79.25,79.41,79.59,80.1,79.25,1.585
2023-11-17,2023,11,17,Friday,57.32,57.44,57.54,57.95,57.32,1.146
2023-11-18,2023,11,18,Saturday,56.42,56.54,56.61,57.02,56.42,1.128
2023-11-19,2023,11,19,Sunday,52.87,52.98,53.05,53.45,52.87,1.057
2023-11-20,2023,11,20,Monday,63.27,63.41,63.51,63.94,63.27,1.265
2023-11-21,2023,11,21,Tuesday,105.74,105.96,106.21,106.82,105.74,2.115
2023-11-22,2023,11,22,Wednesday,88.14,88.33,88.51,89.04,88.14,1.763
2023-11-23,2023,11,23,Thursday,173.23,173.57,174.23,175.19,173.23,3.465
2023-11-24,2023,11,24,Friday,137.71,137.97,138.43,139.23,137.71,2.754
2023-11-25,2023,11,25,Saturday,59.74,59.85,59.96,60.41,59.74,1.195
2023-11-26,2023,11,26,Sunday,30.11,30.17,30.21,30.54,30.11,0.602
2023-11-27,2023,11,27,Monday,130.4,130.66,131.04,131.76,130.4,2.608
2023-11-28,2023,11,28,Tuesday,85.38,85.56,85.77,86.3,85.38,1.708
2023-11-29,2023,11,29,Wednesday,114.16,114.39,114.7,115.35,114.16,2.283
2023-11-30,2023,11,30,Thursday,101.74,101.95,102.26,102.88,101.74,2.035
2023-12-01,2023,12,1,Friday,104.26,104.47,104.73,105.34,104.26,2.085
2023-12-02,2023,12,2,Saturday,94.87,95.07,95.33,95.91,94.87,1.897
2023-12-03,2023,12,3,Sunday,79.91,80.07,80.23,80.72,79.91,1.598
2023-12-04,2023,12,4,Monday,103.26,103.49,103.77,104.36,103.26,2.065
2023-12-05,2023,12,5,Tuesday,110.78,111.0,111.3,111.92,110.78,2.216
2023-12-06,2023,12,6,Wednesday,145.15,145.44,145.93,146.74,145.15,2.903
2023-12-07,2023,12,7,Thursday,102.41,102.61,102.9,103.5,102.41,2.048
2023-12-08,2023,12,8,Friday,162.84,163.15,163.78,164.67,162.84,3.257
2023-12-09,2023,12,9,Saturday,161.24,161.53,162.09,162.99,161.24,3.225
2023-12-10,2023,12,10,Sunday,153.86,154.14,154.64,155.49,153.86,3.077
2023-12-11,2023,12,11,Monday,192.22,192.62,193.44,194.48,192.22,3.844
2023-12-12,2023,12,12,Tuesday,117.72,117.96,118.32,118.98,117.72,2.354
2023-12-13,2023,12,13,Wednesday,145.54,145.84,146.38,147.2,145.54,2.911
2023-12-14,2023,12,14,Thursday,175.64,176.01,176.68,177.61,175.64,3.513
2023-12-15,2023,12,15,Friday,186.75,187.14,187.93,188.94,186.75,3.735
2023-12-16,2023,12,16,Saturday,92.32,92.53,92.76,93.3,92.32,1.846
2023-12-17,2023,12,17,Sunday,103.86,104.08,104.36,104.95,103.86,2.077
2023-12-18,2023,12,18,Monday,196.76,197.17,198.05,199.13,196.76,3.935
2023-12-19,2023,12,19,Tuesday,180.92,181.3,182.13,183.17,180.92,3.618
2023-12-20,2023,12,20,Wednesday,134.7,134.99,135.57,136.38,134.7,2.694
2023-12-21,2023,12,21,Thursday,53.62,53.75,53.88,54.28,53.62,1.072
2023-12-22,2023,12,22,Friday,113.95,114.19,114.5,115.14,113.95,2.279
2023-12-23,2023,12,23,Saturday,198.34,198.73,199.59,200.67,198.34,3.967
2023-12-24,2023,12,24,Sunday,84.86,85.02,85.16,85.67,84.86,1.697
2023-12-25,2023,12,25,Monday,66.55,66.69,66.82,67.26,66.55,1.331
2023-12-26,2023,12,26,Tuesday,148.3,148.6,149.21,150.05,148.3,2.966
2023-12-27,2023,12,27,Wednesday,78.3,78.46,78.63,79.12,78.3,1.566
2023-12-28,2023,12,28,Thursday,85.01,85.2,85.43,85.96,85.01,1.7
2023-12-29,2023,12,29,Friday,125.49,125.75,126.15,126.85,125.49,2.51
2023-12-30,2023,12,30,Saturday,130.38,130.66,131.08,131.8,130.38,2.608
2023-12-31,2023,12,31,Sunday,119.47,119.72,120.08,120.75,119.47,2.389
2024-01-01,2024,1,1,Monday,90.08,90.24,90.43,90.97,90.08,1.802
2024-01-02,2024,1,2,Tuesday,77.53,77.69,77.91,78.42,77.53,1.551
2024-01-03,2024,1,3,Wednesday,141.15,141.44,141.99,142.79,141.15,2.823
2024-01-04,2024,1,4,Thursday,194.66,195.05,195.93,197.01,194.66,3.893
2024-01-05,2024,1,5,Friday,185.83,186.21,186.97,188.0,185.83,3.717
2024-01-06,2024,1,6,Saturday,106.21,106.44,106.72,107.33,106.21,2.124
2024-01-07,2024,1,7,Sunday,98.37,98.58,98.86,99.45,98.37,1.967
2024-01-08,2024,1,8,Monday,98.24,98.45,98.72,99.28,98.24,1.965
2024-01-09,2024,1,9,Tuesday,172.75,173.1,173.82,174.79,172.75,3.455
2024-01-10,2024,1,10,Wednesday,118.71,118.96,119.36,120.04,118.71,2.374
2024-01-11,2024,1,11,Thursday,107.02,107.26,107.59,108.23,107.02,2.14
2024-01-12,2024,1,12,Friday,133.51,133.78,134.21,134.96,133.51,2.67
2024-01-13,2024,1,13,Saturday,153.15,153.48,154.09,154.94,153.15,3.063
2024-01-14,2024,1,14,Sunday,140.63,140.92,141.37,142.13,140.63,2.813
2024-01-15,2024,1,15,Monday,146.89,147.19,147.69,148.49,146.89,2.938
2024-01-16,2024,1,16,Tuesday,152.11,152.42,152.97,153.82,152.11,3.042
2024-01-17,2024,1,17,Wednesday,110.8,111.03,111.35,111.99,110.8,2.216
2024-01-18,2024,1,18,Thursday,215.55,216.0,217.02,218.22,215.55,4.311
2024-01-19,2024,1,19,Friday,201.68,202.1,202.98,204.08,201.68,4.034
2024-01-20,2024,1,20,Saturday,209.54,209.96,210.99,212.18,209.54,4.191
2024-01-21,2024,1,21,Sunday,181.78,182.16,182.88,183.86,181.78,3.636
2024-01-22,2024,1,22,Monday,195.76,196.16,197.02,198.08,195.76,3.915
2024-01-23,2024,1,23,Tuesday,135.95,136.24,136.71,137.47,135.95,2.719
2024-01-24,2024,1,24,Wednesday,99.85,100.07,100.32,100.91,99.85,1.997
2024-01-25,2024,1,25,Thursday,63.48,63.62,63.75,64.19,63.48,1.27
2024-01-26,2024,1,26,Friday,105.84,106.07,106.33,106.93,105.84,2.117
2024-01-27,2024,1,27,Saturday,144.16,144.45,144.98,145.78,144.16,2.883
2024-01-28,2024,1,28,Sunday,146.73,147.02,147.48,148.27,146.73,2.935
2024-01-29,2024,1,29,Monday,126.12,126.39,126.78,127.48,126.12,2.522
2024-01-30,2024,1,30,Tuesday,208.7,209.13,210.13,211.31,208.7,4.174
2024-01-31,2024,1,31,Wednesday,223.27,223.74,224.81,226.05,223.27,4.465
2024-02-01,2024,2,1,Thursday,246.01,246.51,247.86,249.28,246.01,4.92
2024-02-02,2024,2,2,Friday,217.81,218.25,219.25,220.47,217.81,4.356
2024-02-03,2024,2,3,Saturday,244.31,244.81,246.06,247.46,244.31,4.886
2024-02-04,2024,2,4,Sunday,240.23,240.72,241.92,243.24,240.23,4.805
2024-02-05,2024,2,5,Monday,212.47,212.89,213.89,215.06,212.47,4.249
2024-02-06,2024,2,6,Tuesday,203.48,203.89,204.79,205.89,203.48,4.07
2024-02-07,2024,2,7,Wednesday,167.88,168.23,168.91,169.82,167.88,3.358
2024-02-08,2024,2,8,Thursday,71.02,71.18,71.35,71.83,71.02,1.42
2024-02-09,2024,2,9,Friday,65.26,65.4,65.51,65.95,65.26,1.305
2024-02-10,2024,2,10,Saturday,45.37,45.45,45.5,45.88,45.37,0.907
2024-02-11,2024,2,11,Sunday,96.32,96.49,96.68,97.23,96.32,1.926
2024-02-12,2024,2,12,Monday,101.27,101.42,101.69,102.3,101.27,2.025
2024-02-13,2024,2,13,Tuesday,89.7,89.81,90.1,90.7,89.7,1.794
2024-02-14,2024,2,14,Wednesday,116.29,116.46,116.86,117.57,116.29,2.326
2024-02-15,2024,2,15,Thursday,151.28,151.56,152.09,152.9,151.28,3.026
2024-02-16,2024,2,16,Friday,142.95,143.23,143.65,144.41,142.95,2.859
2024-02-17,2024,2,17,Saturday,234.6,235.06,236.2,237.49,234.6,4.692
2024-02-18,2024,2,18,Sunday,242.82,243.3,244.51,245.84,242.82,4.856
2024-02-19,2024,2,19,Monday,234.12,234.58,235.8,237.12,234.12,4.682
2024-02-20,2024,2,20,Tuesday,246.26,246.77,248.06,249.44,246.26,4.925
2024-02-21,2024,2,21,Wednesday,224.46,224.9,226.02,227.27,224.46,4.489
2024-02-22,2024,2,22,Thursday,267.18,267.71,269.18,270.7,267.18,5.344
2024-02-23,2024,2,23,Friday,204.31,204.73,205.56,206.67,204.31,4.086
2024-02-24,2024,2,24,Saturday,199.31,199.71,200.57,201.66,199.31,3.986
2024-02-25,2024,2,25,Sunday,150.57,150.88,151.37,152.18,150.57,3.011
2024-02-26,2024,2,26,Monday,173.59,173.93,174.71,175.71,173.59,3.472
2024-02-27,2024,2,27,Tuesday,120.37,120.62,120.96,121.64,120.37,2.407
2024-02-28,2024,2,28,Wednesday,233.9,234.35,235.46,236.75,233.9,4.678
2024-02-29,2024,2,29,Thursday,195.4,195.78,196.59,197.67,195.4,3.908
2024-03-01,2024,3,1,Friday,155.01,155.32,156.01,156.93,155.01,3.1
2024-03-02,2024,3,2,Saturday,113.0,113.23,113.51,114.14,113.0,2.26
2024-03-03,2024,3,3,Sunday,127.93,128.18,128.53,129.24,127.93,2.559
2024-03-04,2024,3,4,Monday,278.15,278.68,280.28,281.89,278.15,5.563
2024-03-05,2024,3,5,Tuesday,264.18,264.69,266.14,267.69,264.18,5.284
2024-03-06,2024,3,6,Wednesday,250.11,250.61,251.98,253.41,250.11,5.002
2024-03-07,2024,3,7,Thursday,189.23,189.61,190.41,191.45,189.23,3.785
2024-03-08,2024,3,8,Friday,127.93,128.19,128.63,129.38,127.93,2.559
2024-03-09,2024,3,9,Saturday,153.23,153.53,154.11,154.95,153.23,3.065
2024-03-10,2024,3,10,Sunday,172.41,172.77,173.38,174.29,172.41,3.448
2024-03-11,2024,3,11,Monday,199.68,200.07,200.95,202.03,199.68,3.994
2024-03-12,2024,3,12,Tuesday,248.69,249.16,250.48,251.89,248.69,4.974
2024-03-13,2024,3,13,Wednesday,216.39,216.81,217.83,219.02,216.39,4.328
2024-03-14,2024,3,14,Thursday,234.03,234.48,235.7,237.01,234.03,4.681
2024-03-15,2024,3,15,Friday,245.1,245.56,246.87,248.25,245.1,4.902
2024-03-16,2024,3,16,Saturday,260.26,260.75,262.23,263.72,260.26,5.205
2024-03-17,2024,3,17,Sunday,254.6,255.08,256.44,257.86,254.6,5.092
2024-03-18,2024,3,18,Monday,243.46,243.93,245.19,246.54,243.46,4.869
2024-03-19,2024,3,19,Tuesday,196.06,196.45,197.31,198.38,196.06,3.921
2024-03-20,2024,3,20,Wednesday,143.37,143.66,144.21,145.05,143.37,2.867
2024-03-21,2024,3,21,Thursday,112.62,112.84,113.22,113.9,112.62,2.252
2024-03-22,2024,3,22,Friday,248.4,248.89,250.19,251.59,248.4,4.968
2024-03-23,2024,3,23,Saturday,223.22,223.67,224.8,226.06,223.22,4.464
2024-03-24,2024,3,24,Sunday,253.47,253.95,255.32,256.75,253.47,5.069
2024-03-25,2024,3,25,Monday,187.04,187.42,188.31,189.36,187.04,3.741
2024-03-26,2024,3,26,Tuesday,245.91,246.39,247.7,249.1,245.91,4.918
2024-03-27,2024,3,27,Wednesday,205.05,205.45,206.45,207.64,205.05,4.101
2024-03-28,2024,3,28,Thursday,231.99,232.44,233.62,234.97,231.99,4.64
2024-03-29,2024,3,29,Friday,209.34,209.74,210.68,211.84,209.34,4.187
2024-03-30,2024,3,30,Saturday,234.59,235.04,236.2,237.52,234.59,4.692
2024-03-31,2024,3,31,Sunday,215.52,215.95,217.12,218.36,215.52,4.31
2024-04-01,2024,4,1,Monday,253.75,254.24,255.66,257.1,253.75,5.075
2024-04-02,2024,4,2,Tuesday,261.42,261.93,263.39,264.89,261.42,5.228
2024-04-03,2024,4,3,Wednesday,258.1,258.61,260.06,261.52,258.1,5.162
2024-04-04,2024,4,4,Thursday,227.94,228.39,229.52,230.79,227.94,4.559
2024-04-05,2024,4,5,Friday,186.61,186.99,187.76,188.77,186.61,3.732
2024-04-06,2024,4,6,Saturday,294.62,295.19,296.95,298.69,294.62,5.892
2024-04-07,2024,4,7,Sunday,249.96,250.47,251.77,253.18,249.96,4.999
2024-04-08,2024,4,8,Monday,246.59,247.07,248.38,249.75,246.59,4.932
2024-04-09,2024,4,9,Tuesday,194.81,195.2,196.02,197.06,194.81,3.896
2024-04-10,2024,4,10,Wednesday,247.1,247.57,248.92,250.31,247.1,4.942
2024-04-11,2024,4,11,Thursday,261.35,261.85,263.27,264.77,261.35,5.227
2024-04-12,2024,4,12,Friday,229.06,229.5,230.63,231.91,229.06,4.581
2024-04-13,2024,4,13,Saturday,247.12,247.59,248.87,250.26,247.12,4.942
2024-04-14,2024,4,14,Sunday,254.05,254.54,255.89,257.32,254.05,5.081
2024-04-15,2024,4,15,Monday,262.2,262.71,264.15,265.64,262.2,5.244
2024-04-16,2024,4,16,Tuesday,277.5,278.05,279.68,281.29,277.5,5.55
2024-04-17,2024,4,17,Wednesday,223.46,223.89,225.14,226.42,223.46,4.469
2024-04-18,2024,4,18,Thursday,232.08,232.54,233.71,235.01,232.08,4.642
2024-04-19,2024,4,19,Friday,242.25,242.73,244.05,245.39,242.25,4.845
2024-04-20,2024,4,20,Saturday,251.4,251.89,253.23,254.68,251.4,5.028
2024-04-21,2024,4,21,Sunday,251.32,251.81,253.14,254.56,251.32,5.026
2024-04-22,2024,4,22,Monday,251.57,252.05,253.34,254.78,251.57,5.031
2024-04-23,2024,4,23,Tuesday,237.62,238.07,239.29,240.66,237.62,4.752
2024-04-24,2024,4,24,Wednesday,247.11,247.59,248.87,250.29,247.11,4.942
2024-04-25,2024,4,25,Thursday,245.65,246.12,247.38,248.78,245.65,4.913
2024-04-26,2024,4,26,Friday,224.4,224.83,226.04,227.37,224.4,4.488
2024-04-27,2024,4,27,Saturday,238.17,238.64,239.89,241.28,238.17,4.763
2024-04-28,2024,4,28,Sunday,225.52,225.96,227.17,228.48,225.52,4.51
2024-04-29,2024,4,29,Monday,225.11,225.55,226.79,228.09,225.11,4.502
2024-04-30,2024,4,30,Tuesday,208.9,209.33,210.25,211.38,208.9,4.178
2024-05-01,2024,5,1,Wednesday,193.02,193.39,194.25,195.32,193.02,3.86
2024-05-02,2024,5,2,Thursday,241.86,242.34,243.62,245.02,241.86,4.837
2024-05-03,2024,5,3,Friday,243.8,244.28,245.56,246.97,243.8,4.876
2024-05-04,2024,5,4,Saturday,184.16,184.52,185.47,186.52,184.16,3.683
2024-05-05,2024,5,5,Sunday,228.19,228.64,229.72,230.99,228.19,4.564
2024-05-06,2024,5,6,Monday,263.42,263.94,265.42,266.97,263.42,5.268
2024-05-07,2024,5,7,Tuesday,219.9,220.34,221.39,222.62,219.9,4.398
2024-05-08,2024,5,8,Wednesday,243.25,243.73,245.09,246.53,243.25,4.865
2024-05-09,2024,5,9,Thursday,251.04,251.53,252.83,254.28,251.04,5.021
2024-05-10,2024,5,10,Friday,240.65,241.12,242.4,243.8,240.65,4.813
2024-05-11,2024,5,11,Saturday,270.08,270.59,272.09,273.65,270.08,5.402
2024-05-12,2024,5,12,Sunday,240.81,241.27,242.49,243.86,240.81,4.816
2024-05-13,2024,5,13,Monday,249.41,249.9,251.28,252.67,249.41,4.988
2024-05-14,2024,5,14,Tuesday,222.82,223.24,224.38,225.63,222.82,4.456
2024-05-15,2024,5,15,Wednesday,169.08,169.42,170.15,171.08,169.08,3.382
2024-05-16,2024,5,16,Thursday,247.24,247.72,249.05,250.44,247.24,4.945
2024-05-17,2024,5,17,Friday,220.46,220.88,222.08,223.4,220.46,4.409
2024-05-18,2024,5,18,Saturday,186.63,186.99,187.84,188.91,186.63,3.733
2024-05-19,2024,5,19,Sunday,145.63,145.93,146.38,147.17,145.63,2.913
2024-05-20,2024,5,20,Monday,184.8,185.15,186.1,187.21,184.8,3.696
2024-05-21,2024,5,21,Tuesday,147.69,147.99,148.61,149.49,147.69,2.954
2024-05-22,2024,5,22,Wednesday,140.37,140.64,141.21,142.06,140.37,2.807
2024-05-23,2024,5,23,Thursday,195.59,195.96,196.93,198.07,195.59,3.912
2024-05-24,2024,5,24,Friday,248.8,249.28,250.66,252.12,248.8,4.976
2024-05-25,2024,5,25,Saturday,275.4,275.93,277.5,279.13,275.4,5.508
2024-05-26,2024,5,26,Sunday,245.05,245.54,246.8,248.18,245.05,4.901
2024-05-27,2024,5,27,Monday,264.23,264.73,266.15,267.68,264.23,5.285
2024-05-28,2024,5,28,Tuesday,231.12,231.58,232.83,234.18,231.12,4.622
2024-05-29,2024,5,29,Wednesday,157.81,158.12,158.69,159.58,157.81,3.156
2024-05-30,2024,5,30,Thursday,90.1,90.3,90.47,91.02,90.1,1.802
2024-05-31,2024,5,31,Friday,103.18,103.4,103.64,104.25,103.18,2.064
2024-06-01,2024,6,1,Saturday,240.12,240.58,241.76,243.12,240.12,4.802
2024-06-02,2024,6,2,Sunday,195.07,195.45,196.26,197.32,195.07,3.901
2024-06-03,2024,6,3,Monday,213.01,213.43,214.63,215.91,213.01,4.26
2024-06-04,2024,6,4,Tuesday,256.32,256.81,258.2,259.67,256.32,5.126
2024-06-05,2024,6,5,Wednesday,248.28,248.76,250.11,251.53,248.28,4.966
2024-06-06,2024,6,6,Thursday,211.21,211.62,212.71,213.96,211.21,4.224
2024-06-07,2024,6,7,Friday,241.71,242.18,243.53,244.98,241.71,4.834
2024-06-08,2024,6,8,Saturday,220.6,221.03,222.11,223.4,220.6,4.412
2024-06-09,2024,6,9,Sunday,221.28,221.71,222.68,223.89,221.28,4.426
2024-06-10,2024,6,10,Monday,256.55,257.04,258.4,259.88,256.55,5.131
2024-06-11,2024,6,11,Tuesday,267.46,267.97,269.43,270.99,267.46,5.349
2024-06-12,2024,6,12,Wednesday,271.33,271.85,273.33,274.91,271.33,5.427
2024-06-13,2024,6,13,Thursday,258.88,259.38,260.76,262.26,258.88,5.178
2024-06-14,2024,6,14,Friday,236.1,236.56,237.76,239.11,236.1,4.722
2024-06-15,2024,6,15,Saturday,213.14,213.56,214.69,215.99,213.14,4.263
2024-06-16,2024,6,16,Sunday,180.92,181.3,182.1,183.16,180.92,3.618
2024-06-17,2024,6,17,Monday,260.39,260.92,262.28,263.79,260.39,5.208
